CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,DEPARTAMENTAL,FORMATO,HORARIO
13-23-0074-46,13-040,HUEHUETENANGO,SAN JUAN IXCOY,COLEGIO SIGUEME,CABECERA MUNICIPAL,49059904,RIGOBERTO GABRIEL GONZALEZ MERIDA,PASCUAL LOPEZ RAYMUNDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-24-0012-46,13-041,HUEHUETENANGO,SAN ANTONIO HUISTA,COLEGIO PRIVADO MIXTO NUEVOS HORIZONTES,CANTON CENTRAL,57839278,KELVIN VIDALIN DEL VALLE MAZARIEGOS,HECTOR ALFREDO MORALES MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-24-0016-46,13-041,HUEHUETENANGO,SAN ANTONIO HUISTA,LICEO PRIVADO MIXTO MONTESSORI,CABECERA MUNICIPAL,57840243,KELVIN VIDALIN DEL VALLE MAZARIEGOS,ELMER AMILCAR MARTINEZ VICENTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,HUEHUETENANGO,PRESENCIAL,FIN_DE_SEMANA
13-24-0021-46,13-041,HUEHUETENANGO,SAN ANTONIO HUISTA,INSTITUTO NORMAL PRIVADO JUAN JOSE AREVALO BERMEJO,CANTON REFORMA,77921730,KELVIN VIDALIN DEL VALLE MAZARIEGOS,LUIS ENRIQUE VASQUEZ VELASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-24-0022-46,13-041,HUEHUETENANGO,SAN ANTONIO HUISTA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTON REFORMA,33547898,KELVIN VIDALIN DEL VALLE MAZARIEGOS,CARLOS SIMONS CASTILLO FUNES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-24-0033-46,13-060,HUEHUETENANGO,SAN ANTONIO HUISTA,ESCUELA DE CAFICULTURA REGION HUISTA,CANTON REFORMA,50166648,AROLDO HOSBERI SOSA LOPEZ,JORGE PABLO PABLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,HUEHUETENANGO,PRESENCIAL,FIN_DE_SEMANA
13-24-0037-46,13-041,HUEHUETENANGO,SAN ANTONIO HUISTA,INSTITUTO NORMAL PRIVADO JUAN JOSE AREVALO BERMEJO,CANTON REFORMA,77921730,KELVIN VIDALIN DEL VALLE MAZARIEGOS,LUIS ENRIQUE VASQUEZ VELASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-24-0041-46,13-041,HUEHUETENANGO,SAN ANTONIO HUISTA,COLEGIO CRISTIANO BETHEL,CANTON RECREO,30601105,KELVIN VIDALIN DEL VALLE MAZARIEGOS,JOSE ALFREDO LOPEZ RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-24-0042-46,13-041,HUEHUETENANGO,SAN ANTONIO HUISTA,LICEO PRIVADO MIXTO MONTESSORI,CABECERA MUNICIPAL SAN ANTONIO HUISTA,57840243,KELVIN VIDALIN DEL VALLE MAZARIEGOS,ELMER AMILCAR MARTINEZ VICENTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,HUEHUETENANGO,SEMIPRESENCIAL,UN_DIA_SEMANA
13-25-0039-46,13-042,HUEHUETENANGO,SAN SEBASTIAN COATAN,COLEGIO PRIVADO MIXTO EL PARAISO,SAN SEBASTIAN COATAN,59971067,GLADIS ARACELY SIMON FRANCISCO,MAYNOR WILSON SEBASTIAN DOMINGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-25-0041-46,13-042,HUEHUETENANGO,SAN SEBASTIAN COATAN,COLEGIO PRIVADO MIXTO EL PARAISO,CABECERA MUNICIPAL,53444058,GLADIS ARACELY SIMON FRANCISCO,MAYNOR WILSON SEBASTIAN DOMINGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,HUEHUETENANGO,PRESENCIAL,FIN_DE_SEMANA
13-25-0046-46,13-042,HUEHUETENANGO,SAN SEBASTIAN COATAN,COLEGIO PRIVADO MIXTO EL PARAISO,CABECERA MUNICIPAL,41394050,GLADIS ARACELY SIMON FRANCISCO,MIGUEL VALENTIN GASPAR MATEO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-25-0073-46,13-042,HUEHUETENANGO,SAN SEBASTIAN COATAN,COLEGIO PRIVADO MIXTO EL PARAISO,CABECERA MUNICIPAL,59971067,GLADIS ARACELY SIMON FRANCISCO,MAYNOR WILSON SEBASTIAN DOMINGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,HUEHUETENANGO,SEMIPRESENCIAL,UN_DIA_SEMANA
13-26-0161-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,INSTITUTO TECNICO PARTICULAR MAYA JAGUAR,ALDEA SAN JUAN LA CEIBA,30132416,ARACELY FIGUEROA URBINA,NELSON ABIGAIL GARCIA GOMES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-26-0162-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,33513497,ARACELY FIGUEROA URBINA,TREYSI GABRIELA LOPEZ RAMIREZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-26-0177-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,COLEGIO PRIVADO MIXTO SANTA MARTA VILLA SENOR,SANTA CRUZONA BARILLAS,45861655,ARACELY FIGUEROA URBINA,EDGAR NOEL MOLINA SOSA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-26-0182-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,INED,ALDEA NUEVA UNION MAYA,40603460,ARACELY FIGUEROA URBINA,JESUS PEDRO PEDRO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-26-0197-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SAN FRANCISCO MOMONLAC,40285245,ARACELY FIGUEROA URBINA,CYNTIA ANALETH RECINOS MATEO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-26-0198-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,COLEGIO EVANGELICO MIXTO BEREA,5 CALLE 5-75 ZONA 1 02 01 202,77802148,ARACELY FIGUEROA URBINA,GERSON ABIMAEL LOPEZ HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-26-0199-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,COLEGIO EVANGELICO MIXTO BEREA,5 CALLE 5-75 ZONA 1,77802148,ARACELY FIGUEROA URBINA,MIGUEL ANGEL RAMOS SERRANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,HUEHUETENANGO,PRESENCIAL,FIN_DE_SEMANA
13-26-0200-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA,ALDEA YULCONOP,45340456,ARACELY FIGUEROA URBINA,ANA LUCRECIA ESTEBAN RAMIREZ,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-26-0201-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA CHANCOLIN CASERIO LAS VICTORIAS,59066771,ARACELY FIGUEROA URBINA,EVELYN DAYANA RUIZ MATEO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-26-0219-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,COLEGIO EVANGELICO DE CIENCIA Y TECNOLOGIA PARA EL DESARROLLO INTEGRAL SHALOM,0 AVENIDA 1-54 ZONA 4,46159608,ARACELY FIGUEROA URBINA,BYRON RIGOBERTO CASTILLO JUAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-26-0220-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,ASOCIACION DE MAESTROS DE EDUCACION RURAL DE GUATEMALA,2 CALLE 6-35 ZONA 6 CABECERA MUNICIPAL,30429444,ARACELY FIGUEROA URBINA,ALBERTO EFRAIN RAMON DIEGO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-26-0222-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,COLEGIO CRISTIANO PRESENCIA,2 CALLE 6-35 ZONA 6,30429444,ARACELY FIGUEROA URBINA,ALBERTO EFRAIN RAMON DIEGO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-26-0223-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,COLEGIO CRISTIANO PRESENCIA,2 CALLE 6-35 ZONA 6,77802020,ARACELY FIGUEROA URBINA,SANDRA HAYDEE RIVERA BUSTAMANTE DE YOC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,HUEHUETENANGO,PRESENCIAL,DIARIO
13-26-0229-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CASERIO SANTA ELENA,49403202,ARACELY FIGUEROA URBINA,NIVIA MARISOL VASQUEZ FRANCO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-26-0235-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,COLEGIO EVANGELICO MIXTO BEREA,CABECERA MUNICIPAL,77802148,ARACELY FIGUEROA URBINA,MIGUEL ANGEL RAMOS SERRANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,HUEHUETENANGO,SEMIPRESENCIAL,UN_DIA_SEMANA
13-26-0236-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,ASOCIACION DE MAESTROS DE EDUCACION RURAL DE GUATEMALA AMERG,2 CALLE 6-35 ZONA 6,30429444,ARACELY FIGUEROA URBINA,ALBERTO EFRAIN RAMON DIEGO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,HUEHUETENANGO,SEMIPRESENCIAL,FIN_DE_SEMANA
13-26-1510-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,INSTITUTO NORMAL MIXTO DE NOROCCIDENTE PEM RODERICO ALFREDO MARTINEZ ESCOBEDO,4 AVENIDA 2-11 ZONA 1,49757362,ARACELY FIGUEROA URBINA,ELMER ENOC RIVERA MENDEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-26-5411-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,COLEGIO EVANGELICO BEREA,VILLA DE BARILLAS,77802148,ARACELY FIGUEROA URBINA,GERSON ABIMAEL LOPEZ HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,HUEHUETENANGO,PRESENCIAL,DIARIO
13-26-5985-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,COLEGIO MIXTO SANTA MARTA VILLA SENOR,CABECERA MUNICIPAL,45861655,ARACELY FIGUEROA URBINA,EDGAR NOEL MOLINA SOSA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-26-6298-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,INSTITUTO PRIVADO MIXTO CARLOS SAGASTUME PEREZ,VILLA DE BARILLAS,77802390,ARACELY FIGUEROA URBINA,OSCAR ANTULIO AGUSTIN ZUNIGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-26-6389-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,ESCUELA NORMAL INFANTIL BILINGUE INTERCULTURAL ADSCRITA A INSTITUTO NORMAL DE NOROCCIDENTE,4 AVENIDA 2-11 ZONA 1,49757362,ARACELY FIGUEROA URBINA,ELMER ENOC RIVERA MENDEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,DOBLE,HUEHUETENANGO,PRESENCIAL,DIARIO
13-26-6879-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,COLEGIO EVANGELICO MIXTO BEREA,CABECERA MUNICIPAL,77802148,ARACELY FIGUEROA URBINA,MIGUEL ANGEL RAMOS SERRANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,HUEHUETENANGO,PRESENCIAL,FIN_DE_SEMANA
13-26-7116-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,COLEGIO PRIVADO MIXTO SANTA MARTA VILLA SENOR,CABECERA MUNICIPAL,77802354,ARACELY FIGUEROA URBINA,EDGAR NOEL MOLINA SOSA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,HUEHUETENANGO,PRESENCIAL,FIN_DE_SEMANA
13-27-0058-46,13-049,HUEHUETENANGO,AGUACATAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA CLIMENTORO,50411035,ILIANA ARGENTINA VILLATORO FUNES DE AGUSTIN,JULIO CESAR RODRIGUEZ MENDOZA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-27-0063-46,13-048,HUEHUETENANGO,AGUACATAN,COLEGIO MIXTO MAYA AGUACATECO,3 CALLE 7-42 ZONA 1,77660095,CARLOS VICENTE CARDONA MARTINEZ,WILLIAM GUSTAVO MENDOZA MEJIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-27-0066-46,13-049,HUEHUETENANGO,AGUACATAN,INSTITUTO MAYANCE AGUACATECO,4 CALLE 3-35 ZONA 3,77660002,ILIANA ARGENTINA VILLATORO FUNES DE AGUSTIN,MARIANO RODRIGUEZ ALCON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-27-0076-46,13-048,HUEHUETENANGO,AGUACATAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,5 AVENIDA 6-91 ZONA 1,40102428,CARLOS VICENTE CARDONA MARTINEZ,DEISY HORTENCIA MENDOZA SIMON,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-27-0079-46,13-060,HUEHUETENANGO,AGUACATAN,CENTRO DE EDUCACION EXTRAESCOLAR CEEX,CABECERA MUNICIPAL AGUACATAN,41464223,AROLDO HOSBERI SOSA LOPEZ,GUILLERMO WALDEMAR GARCIA CARRILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,HUEHUETENANGO,PRESENCIAL,INTERCALADO
13-27-0082-46,13-048,HUEHUETENANGO,AGUACATAN,COLEGIO EVANGELICO BELEN,7 AVENIDA 3-40 ZONA 1,35671620,CARLOS VICENTE CARDONA MARTINEZ,WALTER AILON RAYMUNDO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-27-0085-46,13-049,HUEHUETENANGO,AGUACATAN,INSTITUTO MAYANCE AGUACATECO,4 CALLE 3-35 ZONA 3,77660002,ILIANA ARGENTINA VILLATORO FUNES DE AGUSTIN,MARIANO RODRIGUEZ ALCON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-27-0088-46,13-049,HUEHUETENANGO,AGUACATAN,INSTITUTO MAYANCE AGUACATECO,4 CALLE 3-35 ZONA 3,77660002,ILIANA ARGENTINA VILLATORO FUNES DE AGUSTIN,MARIANO RODRIGUEZ ALCON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,HUEHUETENANGO,SEMIPRESENCIAL,UN_DIA_SEMANA
13-28-0018-46,13-035,HUEHUETENANGO,SAN RAFAEL PETZAL,INSTITUTO PRIVADO MIXTO PETZALENSE,CABECERA MUNICIPAL,40457686,LEONEL ARMANDO ORTIZ MENDEZ,MILDRED ILIANA LOPEZ DOMINGO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-31-0019-46,13-058,HUEHUETENANGO,SANTA ANA HUISTA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTON SAN JUAN,32623741,EDWUIN LLIMSON HERRERA HERRERA,GELVIN ELY MORALES DE ARCIA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-32-0017-46,13-008,HUEHUETENANGO,UNION CANTINIL,LICEO PRIVADO MIXTO DAVINCI,CANTON BUENOS AIRES,53349884,ROMEO LUCAS AGUILAR VICENTE,ILIANA JUDITH VELASQUEZ MERIDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-32-0035-46,13-008,HUEHUETENANGO,UNION CANTINIL,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTON CENTRAL,31103174,ROMEO LUCAS AGUILAR VICENTE,GEISER DARINEL CARRILLO LEIVA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-32-0041-46,13-008,HUEHUETENANGO,UNION CANTINIL,INSTITUTO PRIVADO MIXTO DE LEON,CASERIO CUATRO CAMINOS ALDEA LA TEJERA,45283511,ROMEO LUCAS AGUILAR VICENTE,EGIDIO ROBERTO LUCAS DE LEON,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-32-0043-46,13-032,HUEHUETENANGO,UNION CANTINIL,INSTITUTO PRIVADO MIXTO DE LEON,CASERIO CUATRO CAMINOS ALDEA LA TEJERA,45283511,AUGUSTO MANUEL ANDRES SEBASTIAN,EGIDIO ROBERTO LUCAS DE LEON,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,HUEHUETENANGO,SEMIPRESENCIAL,UN_DIA_SEMANA
13-32-0048-46,13-032,HUEHUETENANGO,UNION CANTINIL,INSTITUTO PRIVADO MIXTO DE LEON,CASERIO CUATRO CAMINOS ALDEA LA TEJERA,45283511,AUGUSTO MANUEL ANDRES SEBASTIAN,EGIDIO ROBERTO LUCAS DE LEON,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,HUEHUETENANGO,PRESENCIAL,FIN_DE_SEMANA
13-32-0050-46,13-008,HUEHUETENANGO,UNION CANTINIL,COLEGIO PARROQUIAL MONSENOR ANDRES GIRON,ALDEA TAJUMUCO,50579713,ROMEO LUCAS AGUILAR VICENTE,ANASTACIA DAMACIA SAUCEDO VELASQUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-32-7022-46,13-008,HUEHUETENANGO,UNION CANTINIL,INSTITUTO PRIVADO MIXTO DE EDUCACION MEDIA BUENOS AIRES,CASERIO EL CARMEN ALDEA CANTINIL,47769563,ROMEO LUCAS AGUILAR VICENTE,AMAIN YANASTEL ALVA MERIDA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
13-33-0015-46,13-061,HUEHUETENANGO,PETATAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA PETATAN,CANTON SAN SEBASTIAN,50649075,JOSE DE JESUS CAMPOSECO MENDOZA,LEIVER INDALECIO LOPEZ RECINOS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,HUEHUETENANGO,PRESENCIAL,DIARIO
18-01-0041-46,18-007,IZABAL,PUERTO BARRIOS,ESCUELA NACIONAL MIXTA DE CIENCIAS COMERCIALES DOMINGO JUARROS,14 CALLE 11 AVENIDA,79480444,EDVIN ADOLFO MORATAYA MENJIVAR,EDWIN NATALIO MARMOL LOAIZA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,IZABAL,PRESENCIAL,DIARIO
18-01-0042-46,18-008,IZABAL,PUERTO BARRIOS,ESCUELA PARTICULAR MIXTA JUSTO RUFINO BARRIOS,8 AVENIDA ENTRE 17 18 CALLES,79487032,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,MARIO RENE JUAREZ SALGUERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,IZABAL,PRESENCIAL,DIARIO
18-01-0045-46,18-008,IZABAL,PUERTO BARRIOS,COLEGIO PARTICULAR MIXTO CRISTO REY,10 CALLE ENTRE 8 9 AVENIDAS,79488225,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,JAVIER ESTUARDO LOPEZ TOBAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,IZABAL,PRESENCIAL,DIARIO
18-01-0145-46,18-008,IZABAL,PUERTO BARRIOS,COLEGIO CRISTIANO PRIVADO MIXTO CRISTO VIENE,ALDEA ENTRE RIOS,40620273,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,GRICELDA MAGALY LEMUS CALDERON,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,IZABAL,PRESENCIAL,DIARIO
18-01-0158-46,18-008,IZABAL,PUERTO BARRIOS,COLEGIO PARTICULAR MIXTO PIEDRAS NEGRAS,COLONIA PIEDRAS NEGRAS SANTO TOMAS DE CASTILLA,79453597,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,LASTENIA CARIAS SAMAYOA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,IZABAL,PRESENCIAL,DIARIO
18-01-0162-46,18-008,IZABAL,PUERTO BARRIOS,COLEGIO PARTICULAR MIXTO PIEDRAS NEGRAS,COLONIA PIEDRAS NEGRAS SANTO TOMAS DE CASTILLA,79484391-41051885,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,LASTENIA CARIAS SAMAYOA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,IZABAL,PRESENCIAL,FIN_DE_SEMANA
18-01-0164-46,18-008,IZABAL,PUERTO BARRIOS,LICEO TECNICO GUATEMALTECO IDETI,ALDEA PLACA NO 1,57843058,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,DAISY LORENA AGUIRRE VENTURA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,IZABAL,PRESENCIAL,DIARIO
18-01-0168-46,18-008,IZABAL,PUERTO BARRIOS,COLEGIO CRISTIANO MARANATHA,7 AVENIDA ENTRE 16 17 CALLES,79429136,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,MARIA ANTONIA OSORIO OLIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,IZABAL,PRESENCIAL,DIARIO
18-01-0173-46,18-007,IZABAL,PUERTO BARRIOS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,COLONIA SAN MANUEL,79480444,EDVIN ADOLFO MORATAYA MENJIVAR,ELIA ERSELI FRANCO CALDERON,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,IZABAL,PRESENCIAL,DIARIO
18-01-0174-46,18-007,IZABAL,PUERTO BARRIOS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,COLONIA MARIA LUISA I,79484363,EDVIN ADOLFO MORATAYA MENJIVAR,ROSA ORFILIA ESQUIVEL AVILA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,IZABAL,PRESENCIAL,DIARIO
18-01-0178-46,18-007,IZABAL,PUERTO BARRIOS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SAN MIGUELITO,41718527,EDVIN ADOLFO MORATAYA MENJIVAR,SALVADOR EZEQUIAS DE LEON ALFARO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,IZABAL,PRESENCIAL,DIARIO
18-01-0182-46,18-008,IZABAL,PUERTO BARRIOS,INSTITUTO PARTICULAR MIXTO DESARROLLO Y CIENCIA,14 CALLE ENTRE 11 AVENIDA,79486407,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,EDGAR ROMEO MARTINEZ CACERES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,IZABAL,PRESENCIAL,FIN_DE_SEMANA
